People: Person Y; Person B; Person T; Person E; Person F </s> IT is a truth universally acknowledged, that a single man in possession of a good fortune must be in want of a wife. </s> However little known the feelings or views of such a man may be on his first entering a neighbourhood, this truth is so well fixed in the minds of the surrounding families, that he is considered as the rightful property of some one or other of their daughters. </s> "Person E," said his lady to him one day, "have you heard that Netherfield Park is let at last?" </s> Person E replied that he had not. </s> "But it is," returned she; "for Person F has just been here, and she told me all about it." </s> Person E made no answer. </s> "Do not you want to know who has taken it?" cried Person T impatiently. </s> "You want to tell me, and I have no objection to hearing it." </s> This was invitation enough. </s> "Why, my dear, you must know, Person F says that Netherfield is taken by a young man of large fortune from the north of England; that he came down on Monday in a chaise and four to see the place, and was so much delighted with it that he agreed with Person Y immediately; that he is to take possession before Michaelmas, and some of his servants are to be in the house by the end of next week." </s> "What is his name?" </s> "Person B." </s> "Is he married or single?" </s> "Oh!  single, my dear, to be sure!  A single man of large fortune; four or five thousand a year.  What a fine thing for our girls!" </s> "How so?  how can it affect them?" </s> "Person E," replied Person T, "how can you be so tiresome!  You must know that I am thinking of his marrying one of them." </s>	who said "Person E, have you heard that Netherfield Park is let at last?"?	28	36	``Person E,'' said his lady to him one day, ``have you heard that Netherfield Park is let at last?''	Person T	IT is a truth universally acknowledged, that a single man in possession of a good fortune must be in want of a wife.	However little known the feelings or views of such a man may be on his first entering a neighbourhood, this truth is so well fixed in the minds of the surrounding families, that he is considered as the rightful property of some one or other of their daughters.	Mr. Bennet replied that he had not.	``But it is,'' returned she; ``for Mrs. Long has just been here, and she told me all about it.''	{"Person T": ["Mrs. Bennet"], "Person E": ["Mr. Bennet"], "Person Y": ["Mr. Morris"], "Person F": ["Mrs. Long"], "Person B": ["Mr. Bingley"]}	``My dear Mr. Bennet,'' said his lady to him one day, ``have you heard that Netherfield Park is let at last?''
People: Person P; Person F; Person H; Person Y; Person E </s> IT is a truth universally acknowledged, that a single man in possession of a good fortune must be in want of a wife. </s> However little known the feelings or views of such a man may be on his first entering a neighbourhood, this truth is so well fixed in the minds of the surrounding families, that he is considered as the rightful property of some one or other of their daughters. </s> "Person H," said his lady to him one day, "have you heard that Netherfield Park is let at last?" </s> Person H replied that he had not. </s> "But it is," returned she; "for Person F has just been here, and she told me all about it." </s> Person H made no answer. </s> "Do not you want to know who has taken it?" cried Person Y impatiently. </s> "You want to tell me, and I have no objection to hearing it." </s> This was invitation enough. </s> "Why, my dear, you must know, Person F says that Netherfield is taken by a young man of large fortune from the north of England; that he came down on Monday in a chaise and four to see the place, and was so much delighted with it that he agreed with Person E immediately; that he is to take possession before Michaelmas, and some of his servants are to be in the house by the end of next week." </s> "What is his name?" </s> "Person P." </s> "Is he married or single?" </s> "Oh!  single, my dear, to be sure!  A single man of large fortune; four or five thousand a year.  What a fine thing for our girls!" </s> "How so?  how can it affect them?" </s> "Person H," replied Person Y, "how can you be so tiresome!  You must know that I am thinking of his marrying one of them." </s> "Is that his design in settling here?" </s> "Design!  nonsense, how can you talk so!  But it is very likely that he may fall in love with one of them, and therefore you must visit him as soon as he comes." </s>	who said "But it is, for Person F has just been here, and she told me all about it."?	38	46	``But it is,'' returned she; ``for Person F has just been here, and she told me all about it.''	Person Y	``My dear Mr. Bennet,'' said his lady to him one day, ``have you heard that Netherfield Park is let at last?''	Mr. Bennet replied that he had not.	Mr. Bennet made no answer.	``Do not you want to know who has taken it?'' cried his wife impatiently.	{"Person P": ["Mr. Bingley"], "Person H": ["Mr. Bennet"], "Person F": ["Mrs. Long"], "Person E": ["Mr. Morris"], "Person Y": ["Mrs. Bennet"]}	``But it is,'' returned she; ``for Mrs. Long has just been here, and she told me all about it.''
People: Person X; Person H; Person K; Person L; Person F </s> IT is a truth universally acknowledged, that a single man in possession of a good fortune must be in want of a wife. </s> However little known the feelings or views of such a man may be on his first entering a neighbourhood, this truth is so well fixed in the minds of the surrounding families, that he is considered as the rightful property of some one or other of their daughters. </s> "Person F," said his lady to him one day, "have you heard that Netherfield Park is let at last?" </s> Person F replied that he had not. </s> "But it is," returned she; "for Person K has just been here, and she told me all about it." </s> Person F made no answer. </s> "Do not you want to know who has taken it?" cried Person L impatiently. </s> "You want to tell me, and I have no objection to hearing it." </s> This was invitation enough. </s> "Why, my dear, you must know, Person K says that Netherfield is taken by a young man of large fortune from the north of England; that he came down on Monday in a chaise and four to see the place, and was so much delighted with it that he agreed with Person H immediately; that he is to take possession before Michaelmas, and some of his servants are to be in the house by the end of next week." </s> "What is his name?" </s> "Person X." </s> "Is he married or single?" </s> "Oh!  single, my dear, to be sure!  A single man of large fortune; four or five thousand a year.  What a fine thing for our girls!" </s> "How so?  how can it affect them?" </s> "Person F," replied Person L, "how can you be so tiresome!  You must know that I am thinking of his marrying one of them." </s> "Is that his design in settling here?" </s> "Design!  nonsense, how can you talk so!  But it is very likely that he may fall in love with one of them, and therefore you must visit him as soon as he comes." </s>	who said "Do not you want to know who has taken it?"?	38	46	``Do not you want to know who has taken it?'' cried Person L impatiently.	Person L	``But it is,'' returned she; ``for Mrs. Long has just been here, and she told me all about it.''	Mr. Bennet made no answer.	``_You_ want to tell me, and I have no objection to hearing it.''	This was invitation enough.	{"Person H": ["Mr. Morris"], "Person X": ["Mr. Bingley"], "Person L": ["Mrs. Bennet"], "Person F": ["Mr. Bennet"], "Person K": ["Mrs. Long"]}	``Do not you want to know who has taken it?'' cried his wife impatiently.
People: Person F; Person P; Person H; Person T; Person K </s> IT is a truth universally acknowledged, that a single man in possession of a good fortune must be in want of a wife. </s> However little known the feelings or views of such a man may be on his first entering a neighbourhood, this truth is so well fixed in the minds of the surrounding families, that he is considered as the rightful property of some one or other of their daughters. </s> "Person F," said his lady to him one day, "have you heard that Netherfield Park is let at last?" </s> Person F replied that he had not. </s> "But it is," returned she; "for Person P has just been here, and she told me all about it." </s> Person F made no answer. </s> "Do not you want to know who has taken it?" cried Person K impatiently. </s> "You want to tell me, and I have no objection to hearing it." </s> This was invitation enough. </s> "Why, my dear, you must know, Person P says that Netherfield is taken by a young man of large fortune from the north of England; that he came down on Monday in a chaise and four to see the place, and was so much delighted with it that he agreed with Person T immediately; that he is to take possession before Michaelmas, and some of his servants are to be in the house by the end of next week." </s> "What is his name?" </s> "Person H." </s> "Is he married or single?" </s> "Oh!  single, my dear, to be sure!  A single man of large fortune; four or five thousand a year.  What a fine thing for our girls!" </s> "How so?  how can it affect them?" </s> "Person F," replied Person K, "how can you be so tiresome!  You must know that I am thinking of his marrying one of them." </s> "Is that his design in settling here?" </s> "Design!  nonsense, how can you talk so!  But it is very likely that he may fall in love with one of them, and therefore you must visit him as soon as he comes." </s>	who said "_You_ want to tell me, and I have no objection to hearing it."?	8	16	``_You_ want to tell me, and I have no objection to hearing it.''	Person F	Mr. Bennet made no answer.	``Do not you want to know who has taken it?'' cried his wife impatiently.	This was invitation enough.	``Why, my dear, you must know, Mrs. Long says that Netherfield is taken by a young man of large fortune from the north of England; that he came down on Monday in a chaise and four to see the place, and was so much delighted with it that he agreed with Mr. Morris immediately; that he is to take possession before Michaelmas, and some of his servants are to be in the house by the end of next week.''	{"Person K": ["Mrs. Bennet"], "Person T": ["Mr. Morris"], "Person P": ["Mrs. Long"], "Person F": ["Mr. Bennet"], "Person H": ["Mr. Bingley"]}	``_You_ want to tell me, and I have no objection to hearing it.''
People: Person T; Person Z; Person M; Person E; Person G </s> IT is a truth universally acknowledged, that a single man in possession of a good fortune must be in want of a wife. </s> However little known the feelings or views of such a man may be on his first entering a neighbourhood, this truth is so well fixed in the minds of the surrounding families, that he is considered as the rightful property of some one or other of their daughters. </s> "Person Z," said his lady to him one day, "have you heard that Netherfield Park is let at last?" </s> Person Z replied that he had not. </s> "But it is," returned she; "for Person E has just been here, and she told me all about it." </s> Person Z made no answer. </s> "Do not you want to know who has taken it?" cried Person T impatiently. </s> "You want to tell me, and I have no objection to hearing it." </s> This was invitation enough. </s> "Why, my dear, you must know, Person E says that Netherfield is taken by a young man of large fortune from the north of England; that he came down on Monday in a chaise and four to see the place, and was so much delighted with it that he agreed with Person M immediately; that he is to take possession before Michaelmas, and some of his servants are to be in the house by the end of next week." </s> "What is his name?" </s> "Person G." </s> "Is he married or single?" </s> "Oh!  single, my dear, to be sure!  A single man of large fortune; four or five thousand a year.  What a fine thing for our girls!" </s> "How so?  how can it affect them?" </s> "Person Z," replied Person T, "how can you be so tiresome!  You must know that I am thinking of his marrying one of them." </s> "Is that his design in settling here?" </s> "Design!  nonsense, how can you talk so!  But it is very likely that he may fall in love with one of them, and therefore you must visit him as soon as he comes." </s>	who said "Why, my dear, you must know, Person E says that Netherfield is taken by a young man of large fortune from the north of England; that he came down on Monday in a chaise and four to see the place, and was so much delighted with it that he agreed with Person M immediately; that he is to take possession before Michaelmas, and some of his servants are to be in the house by the end of next week."?	8	16	``Why, my dear, you must know, Person E says that Netherfield is taken by a young man of large fortune from the north of England; that he came down on Monday in a chaise and four to see the place, and was so much delighted with it that he agreed with Person M immediately; that he is to take possession before Michaelmas, and some of his servants are to be in the house by the end of next week.''	Person T	``_You_ want to tell me, and I have no objection to hearing it.''	This was invitation enough.	``What is his name?''	``Bingley.''	{"Person Z": ["Mr. Bennet"], "Person T": ["Mrs. Bennet"], "Person E": ["Mrs. Long"], "Person M": ["Mr. Morris"], "Person G": ["Mr. Bingley"]}	``Why, my dear, you must know, Mrs. Long says that Netherfield is taken by a young man of large fortune from the north of England; that he came down on Monday in a chaise and four to see the place, and was so much delighted with it that he agreed with Mr. Morris immediately; that he is to take possession before Michaelmas, and some of his servants are to be in the house by the end of next week.''
People: Person Z; Person Y; Person C; Person K; Person D </s> IT is a truth universally acknowledged, that a single man in possession of a good fortune must be in want of a wife. </s> However little known the feelings or views of such a man may be on his first entering a neighbourhood, this truth is so well fixed in the minds of the surrounding families, that he is considered as the rightful property of some one or other of their daughters. </s> "Person C," said his lady to him one day, "have you heard that Netherfield Park is let at last?" </s> Person C replied that he had not. </s> "But it is," returned she; "for Person Y has just been here, and she told me all about it." </s> Person C made no answer. </s> "Do not you want to know who has taken it?" cried Person Z impatiently. </s> "You want to tell me, and I have no objection to hearing it." </s> This was invitation enough. </s> "Why, my dear, you must know, Person Y says that Netherfield is taken by a young man of large fortune from the north of England; that he came down on Monday in a chaise and four to see the place, and was so much delighted with it that he agreed with Person D immediately; that he is to take possession before Michaelmas, and some of his servants are to be in the house by the end of next week." </s> "What is his name?" </s> "Person K." </s> "Is he married or single?" </s> "Oh!  single, my dear, to be sure!  A single man of large fortune; four or five thousand a year.  What a fine thing for our girls!" </s> "How so?  how can it affect them?" </s> "Person C," replied Person Z, "how can you be so tiresome!  You must know that I am thinking of his marrying one of them." </s> "Is that his design in settling here?" </s> "Design!  nonsense, how can you talk so!  But it is very likely that he may fall in love with one of them, and therefore you must visit him as soon as he comes." </s>	who said "What is his name?"?	28	36	``What is his name?''	Person C	This was invitation enough.	``Why, my dear, you must know, Mrs. Long says that Netherfield is taken by a young man of large fortune from the north of England; that he came down on Monday in a chaise and four to see the place, and was so much delighted with it that he agreed with Mr. Morris immediately; that he is to take possession before Michaelmas, and some of his servants are to be in the house by the end of next week.''	``Bingley.''	``Is he married or single?''	{"Person C": ["Mr. Bennet"], "Person Z": ["Mrs. Bennet"], "Person D": ["Mr. Morris"], "Person Y": ["Mrs. Long"], "Person K": ["Mr. Bingley"]}	``What is his name?''
People: Person D; Person C; Person P; Person Q; Person B </s> IT is a truth universally acknowledged, that a single man in possession of a good fortune must be in want of a wife. </s> However little known the feelings or views of such a man may be on his first entering a neighbourhood, this truth is so well fixed in the minds of the surrounding families, that he is considered as the rightful property of some one or other of their daughters. </s> "Person C," said his lady to him one day, "have you heard that Netherfield Park is let at last?" </s> Person C replied that he had not. </s> "But it is," returned she; "for Person B has just been here, and she told me all about it." </s> Person C made no answer. </s> "Do not you want to know who has taken it?" cried Person Q impatiently. </s> "You want to tell me, and I have no objection to hearing it." </s> This was invitation enough. </s> "Why, my dear, you must know, Person B says that Netherfield is taken by a young man of large fortune from the north of England; that he came down on Monday in a chaise and four to see the place, and was so much delighted with it that he agreed with Person D immediately; that he is to take possession before Michaelmas, and some of his servants are to be in the house by the end of next week." </s> "What is his name?" </s> "Person P." </s> "Is he married or single?" </s> "Oh!  single, my dear, to be sure!  A single man of large fortune; four or five thousand a year.  What a fine thing for our girls!" </s> "How so?  how can it affect them?" </s> "Person C," replied Person Q, "how can you be so tiresome!  You must know that I am thinking of his marrying one of them." </s> "Is that his design in settling here?" </s> "Design!  nonsense, how can you talk so!  But it is very likely that he may fall in love with one of them, and therefore you must visit him as soon as he comes." </s>	who said "Person P."?	38	46	``Person P.''	Person Q	``Why, my dear, you must know, Mrs. Long says that Netherfield is taken by a young man of large fortune from the north of England; that he came down on Monday in a chaise and four to see the place, and was so much delighted with it that he agreed with Mr. Morris immediately; that he is to take possession before Michaelmas, and some of his servants are to be in the house by the end of next week.''	``What is his name?''	``Is he married or single?''	``Oh!  single, my dear, to be sure!  A single man of large fortune; four or five thousand a year.  What a fine thing for our girls!''	{"Person B": ["Mrs. Long"], "Person Q": ["Mrs. Bennet"], "Person P": ["Mr. Bingley"], "Person C": ["Mr. Bennet"], "Person D": ["Mr. Morris"]}	``Bingley.''
People: Person K; Person N; Person X; Person Z; Person H </s> IT is a truth universally acknowledged, that a single man in possession of a good fortune must be in want of a wife. </s> However little known the feelings or views of such a man may be on his first entering a neighbourhood, this truth is so well fixed in the minds of the surrounding families, that he is considered as the rightful property of some one or other of their daughters. </s> "Person K," said his lady to him one day, "have you heard that Netherfield Park is let at last?" </s> Person K replied that he had not. </s> "But it is," returned she; "for Person N has just been here, and she told me all about it." </s> Person K made no answer. </s> "Do not you want to know who has taken it?" cried Person H impatiently. </s> "You want to tell me, and I have no objection to hearing it." </s> This was invitation enough. </s> "Why, my dear, you must know, Person N says that Netherfield is taken by a young man of large fortune from the north of England; that he came down on Monday in a chaise and four to see the place, and was so much delighted with it that he agreed with Person X immediately; that he is to take possession before Michaelmas, and some of his servants are to be in the house by the end of next week." </s> "What is his name?" </s> "Person Z." </s> "Is he married or single?" </s> "Oh!  single, my dear, to be sure!  A single man of large fortune; four or five thousand a year.  What a fine thing for our girls!" </s> "How so?  how can it affect them?" </s> "Person K," replied Person H, "how can you be so tiresome!  You must know that I am thinking of his marrying one of them." </s> "Is that his design in settling here?" </s> "Design!  nonsense, how can you talk so!  But it is very likely that he may fall in love with one of them, and therefore you must visit him as soon as he comes." </s>	who said "Is he married or single?"?	8	16	``Is he married or single?''	Person K	``What is his name?''	``Bingley.''	``Oh!  single, my dear, to be sure!  A single man of large fortune; four or five thousand a year.  What a fine thing for our girls!''	``How so?  how can it affect them?''	{"Person K": ["Mr. Bennet"], "Person X": ["Mr. Morris"], "Person Z": ["Mr. Bingley"], "Person H": ["Mrs. Bennet"], "Person N": ["Mrs. Long"]}	``Is he married or single?''
People: Person X; Person T; Person J; Person Q; Person B </s> However little known the feelings or views of such a man may be on his first entering a neighbourhood, this truth is so well fixed in the minds of the surrounding families, that he is considered as the rightful property of some one or other of their daughters. </s> "Person B," said his lady to him one day, "have you heard that Netherfield Park is let at last?" </s> Person B replied that he had not. </s> "But it is," returned she; "for Person T has just been here, and she told me all about it." </s> Person B made no answer. </s> "Do not you want to know who has taken it?" cried Person Q impatiently. </s> "You want to tell me, and I have no objection to hearing it." </s> This was invitation enough. </s> "Why, my dear, you must know, Person T says that Netherfield is taken by a young man of large fortune from the north of England; that he came down on Monday in a chaise and four to see the place, and was so much delighted with it that he agreed with Person J immediately; that he is to take possession before Michaelmas, and some of his servants are to be in the house by the end of next week." </s> "What is his name?" </s> "Person X." </s> "Is he married or single?" </s> "Oh!  single, my dear, to be sure!  A single man of large fortune; four or five thousand a year.  What a fine thing for our girls!" </s> "How so?  how can it affect them?" </s> "Person B," replied Person Q, "how can you be so tiresome!  You must know that I am thinking of his marrying one of them." </s> "Is that his design in settling here?" </s> "Design!  nonsense, how can you talk so!  But it is very likely that he may fall in love with one of them, and therefore you must visit him as soon as he comes." </s> "I see no occasion for that.  You and the girls may go, or you may send them by themselves, which perhaps will be still better; for, as you are as handsome as any of them, Person X might like you the best of the party." </s>	who said "Oh!  single, my dear, to be sure!  A single man of large fortune; four or five thousand a year.  What a fine thing for our girls!"?	38	46	``Oh!  single, my dear, to be sure!  A single man of large fortune; four or five thousand a year.  What a fine thing for our girls!''	Person Q	``Bingley.''	``Is he married or single?''	``How so?  how can it affect them?''	``My dear Mr. Bennet,'' replied his wife, ``how can you be so tiresome!  You must know that I am thinking of his marrying one of them.''	{"Person B": ["Mr. Bennet"], "Person Q": ["Mrs. Bennet"], "Person X": ["Mr. Bingley"], "Person J": ["Mr. Morris"], "Person T": ["Mrs. Long"]}	``Oh!  single, my dear, to be sure!  A single man of large fortune; four or five thousand a year.  What a fine thing for our girls!''
People: Person Q; Person M; Person T; Person G; Person E </s> "Person T," said his lady to him one day, "have you heard that Netherfield Park is let at last?" </s> Person T replied that he had not. </s> "But it is," returned she; "for Person E has just been here, and she told me all about it." </s> Person T made no answer. </s> "Do not you want to know who has taken it?" cried Person G impatiently. </s> "You want to tell me, and I have no objection to hearing it." </s> This was invitation enough. </s> "Why, my dear, you must know, Person E says that Netherfield is taken by a young man of large fortune from the north of England; that he came down on Monday in a chaise and four to see the place, and was so much delighted with it that he agreed with Person Q immediately; that he is to take possession before Michaelmas, and some of his servants are to be in the house by the end of next week." </s> "What is his name?" </s> "Person M." </s> "Is he married or single?" </s> "Oh!  single, my dear, to be sure!  A single man of large fortune; four or five thousand a year.  What a fine thing for our girls!" </s> "How so?  how can it affect them?" </s> "Person T," replied Person G, "how can you be so tiresome!  You must know that I am thinking of his marrying one of them." </s> "Is that his design in settling here?" </s> "Design!  nonsense, how can you talk so!  But it is very likely that he may fall in love with one of them, and therefore you must visit him as soon as he comes." </s> "I see no occasion for that.  You and the girls may go, or you may send them by themselves, which perhaps will be still better; for, as you are as handsome as any of them, Person M might like you the best of the party." </s> "My dear, you flatter me.  I certainly have had my share of beauty, but I do not pretend to be any thing extraordinary now. When a woman has five grown up daughters, she ought to give over thinking of her own beauty." </s>	who said "How so?  how can it affect them?"?	28	36	``How so?  how can it affect them?''	Person T	``Is he married or single?''	``Oh!  single, my dear, to be sure!  A single man of large fortune; four or five thousand a year.  What a fine thing for our girls!''	``My dear Mr. Bennet,'' replied his wife, ``how can you be so tiresome!  You must know that I am thinking of his marrying one of them.''	``Is that his design in settling here?''	{"Person G": ["Mrs. Bennet"], "Person M": ["Mr. Bingley"], "Person T": ["Mr. Bennet"], "Person E": ["Mrs. Long"], "Person Q": ["Mr. Morris"]}	``How so?  how can it affect them?''
People: Person X; Person L; Person G; Person N; Person T </s> "Person T," said his lady to him one day, "have you heard that Netherfield Park is let at last?" </s> Person T replied that he had not. </s> "But it is," returned she; "for Person G has just been here, and she told me all about it." </s> Person T made no answer. </s> "Do not you want to know who has taken it?" cried Person L impatiently. </s> "You want to tell me, and I have no objection to hearing it." </s> This was invitation enough. </s> "Why, my dear, you must know, Person G says that Netherfield is taken by a young man of large fortune from the north of England; that he came down on Monday in a chaise and four to see the place, and was so much delighted with it that he agreed with Person X immediately; that he is to take possession before Michaelmas, and some of his servants are to be in the house by the end of next week." </s> "What is his name?" </s> "Person N." </s> "Is he married or single?" </s> "Oh!  single, my dear, to be sure!  A single man of large fortune; four or five thousand a year.  What a fine thing for our girls!" </s> "How so?  how can it affect them?" </s> "Person T," replied Person L, "how can you be so tiresome!  You must know that I am thinking of his marrying one of them." </s> "Is that his design in settling here?" </s> "Design!  nonsense, how can you talk so!  But it is very likely that he may fall in love with one of them, and therefore you must visit him as soon as he comes." </s> "I see no occasion for that.  You and the girls may go, or you may send them by themselves, which perhaps will be still better; for, as you are as handsome as any of them, Person N might like you the best of the party." </s> "My dear, you flatter me.  I certainly have had my share of beauty, but I do not pretend to be any thing extraordinary now. When a woman has five grown up daughters, she ought to give over thinking of her own beauty." </s> "In such cases, a woman has not often much beauty to think of." </s>	who said "Person T, how can you be so tiresome!  You must know that I am thinking of his marrying one of them."?	18	26	``Person T,'' replied Person L, ``how can you be so tiresome!  You must know that I am thinking of his marrying one of them.''	Person L	``Oh!  single, my dear, to be sure!  A single man of large fortune; four or five thousand a year.  What a fine thing for our girls!''	``How so?  how can it affect them?''	``Is that his design in settling here?''	``Design!  nonsense, how can you talk so!  But it is very likely that he _may_ fall in love with one of them, and therefore you must visit him as soon as he comes.''	{"Person N": ["Mr. Bingley"], "Person L": ["Mrs. Bennet"], "Person T": ["Mr. Bennet"], "Person X": ["Mr. Morris"], "Person G": ["Mrs. Long"]}	``My dear Mr. Bennet,'' replied his wife, ``how can you be so tiresome!  You must know that I am thinking of his marrying one of them.''
